dataset_name,task_id,task_name,instruction,num_traj,episode_done_count,success_rate,checkpoint_path,video_dir
libero_90,23,KITCHEN_SCENE4_close_the_bottom_drawer_of_the_cabinet_and_open_the_top_drawer,close the bottom drawer of the cabinet and open the top drawer,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,24,KITCHEN_SCENE4_put_the_black_bowl_in_the_bottom_drawer_of_the_cabinet,put the black bowl in the bottom drawer of the cabinet,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,25,KITCHEN_SCENE4_put_the_black_bowl_on_top_of_the_cabinet,put the black bowl on top of the cabinet,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,26,KITCHEN_SCENE4_put_the_wine_bottle_in_the_bottom_drawer_of_the_cabinet,put the wine bottle in the bottom drawer of the cabinet,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,27,KITCHEN_SCENE4_put_the_wine_bottle_on_the_wine_rack,put the wine bottle on the wine rack,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,28,KITCHEN_SCENE5_close_the_top_drawer_of_the_cabinet,close the top drawer of the cabinet,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,29,KITCHEN_SCENE5_put_the_black_bowl_in_the_top_drawer_of_the_cabinet,put the black bowl in the top drawer of the cabinet,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,30,KITCHEN_SCENE5_put_the_black_bowl_on_the_plate,put the black bowl on the plate,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,outs/eval_videos/libero_90_checkpoint-65000_20251123_230233/task30/libero_90_task30
libero_90,31,KITCHEN_SCENE5_put_the_black_bowl_on_top_of_the_cabinet,put the black bowl on top of the cabinet,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,32,KITCHEN_SCENE5_put_the_ketchup_in_the_top_drawer_of_the_cabinet,put the ketchup in the top drawer of the cabinet,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,33,KITCHEN_SCENE6_close_the_microwave,close the microwave,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,34,KITCHEN_SCENE6_put_the_yellow_and_white_mug_to_the_front_of_the_white_mug,put the yellow and white mug to the front of the white mug,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,35,KITCHEN_SCENE7_open_the_microwave,open the microwave,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,36,KITCHEN_SCENE7_put_the_white_bowl_on_the_plate,put the white bowl on the plate,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,37,KITCHEN_SCENE7_put_the_white_bowl_to_the_right_of_the_plate,put the white bowl to the right of the plate,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,38,KITCHEN_SCENE8_put_the_right_moka_pot_on_the_stove,put the right moka pot on the stove,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,39,KITCHEN_SCENE8_turn_off_the_stove,turn off the stove,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,40,KITCHEN_SCENE9_put_the_frying_pan_on_the_cabinet_shelf,put the frying pan on the cabinet shelf,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,outs/eval_videos/libero_90_checkpoint-65000_20251123_230233/task40/libero_90_task40
libero_90,41,KITCHEN_SCENE9_put_the_frying_pan_on_top_of_the_cabinet,put the frying pan on top of the cabinet,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,42,KITCHEN_SCENE9_put_the_frying_pan_under_the_cabinet_shelf,put the frying pan under the cabinet shelf,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,43,KITCHEN_SCENE9_put_the_white_bowl_on_top_of_the_cabinet,put the white bowl on top of the cabinet,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,44,KITCHEN_SCENE9_turn_on_the_stove,turn on the stove,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,45,KITCHEN_SCENE9_turn_on_the_stove_and_put_the_frying_pan_on_it,turn on the stove and put the frying pan on it,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,46,LIVING_ROOM_SCENE1_pick_up_the_alphabet_soup_and_put_it_in_the_basket,pick up the alphabet soup and put it in the basket,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,47,LIVING_ROOM_SCENE1_pick_up_the_cream_cheese_box_and_put_it_in_the_basket,pick up the cream cheese box and put it in the basket,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,48,LIVING_ROOM_SCENE1_pick_up_the_ketchup_and_put_it_in_the_basket,pick up the ketchup and put it in the basket,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,49,LIVING_ROOM_SCENE1_pick_up_the_tomato_sauce_and_put_it_in_the_basket,pick up the tomato sauce and put it in the basket,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,50,LIVING_ROOM_SCENE2_pick_up_the_alphabet_soup_and_put_it_in_the_basket,pick up the alphabet soup and put it in the basket,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,outs/eval_videos/libero_90_checkpoint-65000_20251123_230233/task50/libero_90_task50
libero_90,51,LIVING_ROOM_SCENE2_pick_up_the_butter_and_put_it_in_the_basket,pick up the butter and put it in the basket,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,52,LIVING_ROOM_SCENE2_pick_up_the_milk_and_put_it_in_the_basket,pick up the milk and put it in the basket,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,53,LIVING_ROOM_SCENE2_pick_up_the_orange_juice_and_put_it_in_the_basket,pick up the orange juice and put it in the basket,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,54,LIVING_ROOM_SCENE2_pick_up_the_tomato_sauce_and_put_it_in_the_basket,pick up the tomato sauce and put it in the basket,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,55,LIVING_ROOM_SCENE3_pick_up_the_alphabet_soup_and_put_it_in_the_tray,pick up the alphabet soup and put it in the tray,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,56,LIVING_ROOM_SCENE3_pick_up_the_butter_and_put_it_in_the_tray,pick up the butter and put it in the tray,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,57,LIVING_ROOM_SCENE3_pick_up_the_cream_cheese_and_put_it_in_the_tray,pick up the cream cheese and put it in the tray,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,58,LIVING_ROOM_SCENE3_pick_up_the_ketchup_and_put_it_in_the_tray,pick up the ketchup and put it in the tray,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,59,LIVING_ROOM_SCENE3_pick_up_the_tomato_sauce_and_put_it_in_the_tray,pick up the tomato sauce and put it in the tray,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,60,LIVING_ROOM_SCENE4_pick_up_the_black_bowl_on_the_left_and_put_it_in_the_tray,pick up the black bowl on the left and put it in the tray,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,outs/eval_videos/libero_90_checkpoint-65000_20251123_230233/task60/libero_90_task60
libero_90,61,LIVING_ROOM_SCENE4_pick_up_the_chocolate_pudding_and_put_it_in_the_tray,pick up the chocolate pudding and put it in the tray,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,62,LIVING_ROOM_SCENE4_pick_up_the_salad_dressing_and_put_it_in_the_tray,pick up the salad dressing and put it in the tray,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,63,LIVING_ROOM_SCENE4_stack_the_left_bowl_on_the_right_bowl_and_place_them_in_the_tray,stack the left bowl on the right bowl and place them in the tray,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,64,LIVING_ROOM_SCENE4_stack_the_right_bowl_on_the_left_bowl_and_place_them_in_the_tray,stack the right bowl on the left bowl and place them in the tray,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,65,LIVING_ROOM_SCENE5_put_the_red_mug_on_the_left_plate,put the red mug on the left plate,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,66,LIVING_ROOM_SCENE5_put_the_red_mug_on_the_right_plate,put the red mug on the right plate,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,67,LIVING_ROOM_SCENE5_put_the_white_mug_on_the_left_plate,put the white mug on the left plate,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,68,LIVING_ROOM_SCENE5_put_the_yellow_and_white_mug_on_the_right_plate,put the yellow and white mug on the right plate,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,69,LIVING_ROOM_SCENE6_put_the_chocolate_pudding_to_the_left_of_the_plate,put the chocolate pudding to the left of the plate,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,70,LIVING_ROOM_SCENE6_put_the_chocolate_pudding_to_the_right_of_the_plate,put the chocolate pudding to the right of the plate,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,outs/eval_videos/libero_90_checkpoint-65000_20251123_230233/task70/libero_90_task70
libero_90,71,LIVING_ROOM_SCENE6_put_the_red_mug_on_the_plate,put the red mug on the plate,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,72,LIVING_ROOM_SCENE6_put_the_white_mug_on_the_plate,put the white mug on the plate,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,73,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy,pick up the book and place it in the front compartment of the caddy,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,74,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy,pick up the book and place it in the left compartment of the caddy,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,75,STUDY_SCENE1_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy,pick up the book and place it in the right compartment of the caddy,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,76,STUDY_SCENE1_pick_up_the_yellow_and_white_mug_and_place_it_to_the_right_of_the_caddy,pick up the yellow and white mug and place it to the right of the caddy,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,77,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_back_compartment_of_the_caddy,pick up the book and place it in the back compartment of the caddy,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,78,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy,pick up the book and place it in the front compartment of the caddy,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,79,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy,pick up the book and place it in the left compartment of the caddy,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,80,STUDY_SCENE2_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy,pick up the book and place it in the right compartment of the caddy,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,outs/eval_videos/libero_90_checkpoint-65000_20251123_230233/task80/libero_90_task80
libero_90,81,STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_front_compartment_of_the_caddy,pick up the book and place it in the front compartment of the caddy,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,82,STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_left_compartment_of_the_caddy,pick up the book and place it in the left compartment of the caddy,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,83,STUDY_SCENE3_pick_up_the_book_and_place_it_in_the_right_compartment_of_the_caddy,pick up the book and place it in the right compartment of the caddy,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,84,STUDY_SCENE3_pick_up_the_red_mug_and_place_it_to_the_right_of_the_caddy,pick up the red mug and place it to the right of the caddy,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,85,STUDY_SCENE3_pick_up_the_white_mug_and_place_it_to_the_right_of_the_caddy,pick up the white mug and place it to the right of the caddy,1,0,0.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,86,STUDY_SCENE4_pick_up_the_book_in_the_middle_and_place_it_on_the_cabinet_shelf,pick up the book in the middle and place it on the cabinet shelf,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,87,STUDY_SCENE4_pick_up_the_book_on_the_left_and_place_it_on_top_of_the_shelf,pick up the book on the left and place it on top of the shelf,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,88,STUDY_SCENE4_pick_up_the_book_on_the_right_and_place_it_on_the_cabinet_shelf,pick up the book on the right and place it on the cabinet shelf,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,89,STUDY_SCENE4_pick_up_the_book_on_the_right_and_place_it_under_the_cabinet_shelf,pick up the book on the right and place it under the cabinet shelf,1,1,1.0,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
libero_90,AVG,AVERAGE,Average success rate across all tasks,90,35,0.3888888888888889,./checkpoints/rdt-finetune-1b-20251119_122234/checkpoint-65000,
